Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,GetNewDestination,1764750701.250027,647,0,1
2,GetAccessData,1764750701.250681,602,0,1
6,UpdateLocation,1764750701.251296,3116,0,1
2,GetAccessData,1764750701.254419,446,0,1
2,GetAccessData,1764750701.254872,341,0,1
2,GetAccessData,1764750701.255218,282,0,1
4,GetSubscriberData,1764750701.255505,336,0,1
6,UpdateLocation,1764750701.255846,2853,0,1
4,GetSubscriberData,1764750701.258706,457,0,1
2,GetAccessData,1764750701.259168,401,0,1
2,GetAccessData,1764750701.259575,463,0,1
7,UpdateSubscriberData,1764750701.260043,1454,0,1
6,UpdateLocation,1764750701.261502,3132,0,1
4,GetSubscriberData,1764750701.264640,500,0,1
2,GetAccessData,1764750701.265144,319,0,1
4,GetSubscriberData,1764750701.265466,401,0,1
2,GetAccessData,1764750701.265873,410,0,1
3,GetNewDestination,1764750701.266287,568,0,1
4,GetSubscriberData,1764750701.266861,345,0,1
2,GetAccessData,1764750701.267210,273,0,1
2,GetAccessData,1764750701.267485,269,0,1
2,GetAccessData,1764750701.267757,253,0,1
4,GetSubscriberData,1764750701.268014,278,0,1
2,GetAccessData,1764750701.268294,246,0,1
7,UpdateSubscriberData,1764750701.268543,840,0,1
2,GetAccessData,1764750701.269387,439,0,1
3,GetNewDestination,1764750701.269831,518,0,1
6,UpdateLocation,1764750701.270355,2753,0,1
4,GetSubscriberData,1764750701.273113,396,0,1
4,GetSubscriberData,1764750701.273514,324,0,1
3,GetNewDestination,1764750701.273841,341,0,1
4,GetSubscriberData,1764750701.274184,403,0,1
2,GetAccessData,1764750701.274592,378,0,1
4,GetSubscriberData,1764750701.274974,382,0,1
4,GetSubscriberData,1764750701.275359,359,0,1
2,GetAccessData,1764750701.275723,292,0,1
2,GetAccessData,1764750701.276017,362,0,1
2,GetAccessData,1764750701.276385,385,0,1
1,DeleteCallForwarding,1764750701.276774,627,0,1
4,GetSubscriberData,1764750701.277422,352,0,1
4,GetSubscriberData,1764750701.277777,370,0,1
2,GetAccessData,1764750701.278152,391,0,1
6,UpdateLocation,1764750701.278548,2677,0,1
6,UpdateLocation,1764750701.281232,3314,0,1
2,GetAccessData,1764750701.284555,481,0,1
4,GetSubscriberData,1764750701.285041,502,0,1
5,InsertCallForwarding,1764750701.285548,11822,0,1
6,UpdateLocation,1764750701.297380,3018,0,1
4,GetSubscriberData,1764750701.300405,436,0,1
4,GetSubscriberData,1764750701.300847,350,0,1
2,GetAccessData,1764750701.301202,387,0,1
